timestamp,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg
1757876641.0474787,-7.526085412781979e-05,-0.00032130275481149383,0.0017453264986791999,0.999998422466634,-0.008688507278432789,-0.03680347589449144,0.20000258741802754
1757876641.0996683,-0.000196104853575851,-1.387369240517755e-05,0.003490709734290061,0.9999938881293015,-0.022477373700917708,-0.0015113552329414299,0.40000698709901644
1757876641.1983037,-0.0002000009221966509,0.00031644535340370175,0.0052360848478954485,0.9999862215437946,-0.02272823614601882,0.03638147198250898,0.6000066937515582
1757876641.2493074,6.494527564170892e-05,0.0005142671353767609,0.0069815021109701034,0.999975494669594,0.007853426801692973,0.058877281447139794,0.8000318529864083
1757876641.3145254,0.0003799570283212974,0.0004130003707728525,0.008726943256258763,0.9999617620313052,0.0439512368516219,0.04694458199443406,1.0000648903213953
1757876641.3657994,0.0004262219816276569,0.0007391777253089246,0.010472082021810866,0.9999448022012223,0.04972582763895257,0.08418741120541515,1.200071108462531
1757876641.4222338,0.00011654644861452222,0.0006279778043001118,0.012217115890492444,0.9999251642698672,0.014233406451062258,0.07179242665853058,1.4000223882499663
1757876641.4837358,0.0004408451579012936,0.0006944026641528891,0.013962486429371977,0.9999021814323622,0.051623280819379704,0.07885958029239236,1.6000711461545496
1757876641.5375872,0.0004343279873743925,0.0010235405502898576,0.015707465455420382,0.9998760119399345,0.05160657852326759,0.11649287959479043,1.8000705537164585
1757876641.6069615,0.0006533427561098829,0.0012711967257864672,0.017452658510676063,0.9998466692013517,0.0773986557340681,0.1443395938091119,2.0001284243789095
1757876641.6584728,0.00036695541621909367,0.0014300750559335317,0.019197218234607665,0.9998146263388578,0.045188321026486775,0.16303712928564337,2.200040998372335
1757876641.7117825,0.0003057212588556559,0.001105646561752743,0.020942229616927537,0.99978002935589,0.037678796814282156,0.12593632414381686,2.400021180694258
1757876641.767498,0.0006342219103450287,0.0011525502577274373,0.022687481903433254,0.9997417404286736,0.07565431912205586,0.13038968817305757,2.600105336440592
1757876641.818486,0.00031663457971341686,0.0010692440661142048,0.024432013537393552,0.9997008718482638,0.039266453488994324,0.12160330209877311,2.8000245412869167
1757876641.8702195,0.0005142047859863555,0.0008029847248760065,0.026177078892979943,0.9996568668046053,0.06131208857359039,0.09044128971838772,3.0000647237144813
1757876641.921771,0.0004494365944981278,0.0011253829865563074,0.027921539247926234,0.9996093832922475,0.055082412146410034,0.12747111733153194,3.200052220107413
1757876641.9740295,0.00031528406326010515,0.0008239783164748095,0.029666134429189243,0.9995594740302964,0.038914136112428575,0.09330760167001188,3.4000204387209374
1757876642.0275009,0.0005120505876540898,0.0005574452436152308,0.03141089516348248,0.9995062694770978,0.06065423299929849,0.0620039059734851,3.6000494527416174
1757876642.0791204,0.0008266196484266724,0.0006592943555251561,0.03315542491528464,0.9994496484713958,0.09717650507098272,0.07236740613514538,3.8000917597547477
1757876642.1334465,0.000559228457696251,0.0008496460622019249,0.03489940670374193,0.9993903125290078,0.06744178405957019,0.09506649613145576,4.000047701233803
1757876642.1856482,0.0004291331986216301,0.0011513017102497633,0.03664332616959573,0.9993276524725504,0.05397646070200511,0.13003892997023514,4.200020559411791
1757876642.237892,0.000434244537170815,0.0008205668895841986,0.03838758165156868,0.9992624938806649,0.05333372198746494,0.09205053585179562,4.400018658223681
1757876642.291662,0.0007631895315000759,0.0007793804831040931,0.040131841888208765,0.9991937977061615,0.09096890365065635,0.08572872097939237,4.60007645459688
1757876642.3440144,0.0006535733588340117,0.0010888266710525026,0.04187536775275389,0.9991220350257104,0.08005324605157477,0.12152467948921203,4.80005597021479
1757876642.3978412,0.000849545217985134,0.0013545820887624863,0.043619113755730146,0.9990469539993863,0.1040290679655698,0.15082956054797866,5.000111939303595
1757876642.4494083,0.0011592641663698113,0.0012329659449890342,0.045363221254032214,0.998969125678581,0.13911472402547734,0.13511582948733886,5.2001982249338665
1757876642.50267,0.0010900046719667974,0.0009087617125167623,0.04710698553205385,0.9988888416415752,0.12967239890776927,0.09813684355497174,5.400177848263672
1757876642.5540068,0.000850542653605311,0.000681479501095614,0.04885034861486438,0.9988055144036251,0.10116353493216122,0.07323733923744964,5.600134391013946
1757876642.6061957,0.0005945736539610224,0.0008868025151242863,0.050593166688512416,0.9987187750052051,0.07318723694274032,0.09804286201656227,5.800091927710495
1757876642.6585467,0.0006887249113154848,0.0005690239936479734,0.05233645948243506,0.9986291087678821,0.0822265595482352,0.06098546736808141,6.000103903615268
1757876642.7178655,0.001018702944629295,0.000541984693000428,0.054079503613800275,0.9985359661954035,0.1199227079625018,0.0557029953554388,6.20014168247979
1757876642.7688138,0.0007966796766652618,0.0007834854717168964,0.05582182700471263,0.998440120929575,0.09616223984923757,0.08454467613298637,6.4001119046819115
1757876642.8222175,0.0011261097622934483,0.0007464108000499104,0.057564614060773886,0.9983408686194085,0.13375245813535103,0.07796220017267703,6.6001644170033735
1757876642.8731353,0.0008726669918966785,0.0009542180737158934,0.05930653640064182,0.9982389807357496,0.10630929541960565,0.10322216359186684,6.80012014470268
1757876642.9275365,0.0006091500851487188,0.0007562806051263407,0.06104864061032519,0.998134319846508,0.07496400677175286,0.08224030948903582,7.000068709085357
1757876642.9806309,0.0002842975743767023,0.0008053327939330393,0.0627903483295939,0.9980263737850961,0.03830842133189852,0.09005665228942518,7.200013078724028
1757876643.0339494,0.00030889007011797813,0.00047565184425813026,0.06453226029758749,0.9979154602084948,0.03883980410480154,0.052107877848111946,7.40001334654154
1757876643.0872464,0.000638328576954535,0.000505373441621976,0.06627398552476482,0.9978011304748934,0.07682430969561106,0.05293645055086558,7.6000477882540025
1757876643.1465385,0.0003588186118277765,0.00033024618912579155,0.06801535779790867,0.9976841550762849,0.043596308647946204,0.03495916114141731,7.800021939798899
1757876643.198823,0.0006874090864402735,0.00029348180477414755,0.06975664851479474,0.9975637580251008,0.08092536320240937,0.028053786133028193,8.00004212622786
1757876643.2518394,0.0007272622156691634,-3.5364278680186514e-05,0.07149785413127047,0.997440487795468,0.08283509499667396,-0.010000571700937594,8.200042028198057
1757876643.3034973,0.0010541784356727316,7.90799585297227e-06,0.07323853911030351,0.9973138949369341,0.12054192715975713,-0.007943456466765931,8.400035614009235
1757876643.3549788,0.0012246101843723242,0.00028865698907269526,0.07497875231055201,0.9971843378779031,0.1424151472361927,0.022462751899539377,8.600037665080356
1757876643.4079716,0.001325582696166747,0.00060085159175769,0.07671867466954264,0.9970517171966704,0.15673528904251238,0.05699592156506716,8.800046672997754
1757876643.4616551,0.0009998291949524962,0.0006443698372218902,0.07845851067389324,0.9969166701544961,0.12001221205344657,0.06462253948100585,9.000006809934874
1757876643.5133479,0.0007959131584947525,0.00038405449424730925,0.08019848841324335,0.9967785217793472,0.09444066458643587,0.03655313289603592,9.199983611819821
1757876643.5664842,0.000654671493104482,8.473722800321067e-05,0.08193826687309846,0.9966371880713016,0.07556320611163252,0.00353052297842952,9.399976584044147
1757876643.61784,0.00033568260342332467,0.00016757010735315948,0.08367753042549816,0.9964928148959925,0.039938274847139466,0.015916001904511246,9.599970241726824
1757876643.671972,0.000372562204006603,-0.00016098096241241858,0.08541672323723444,0.996345230667537,0.04096077175452522,-0.022026292324037453,9.799969944892391
1757876643.723885,0.00030466981467685585,0.00016136815553487074,0.08715543406390518,0.996194665439318,0.036391367207028125,0.01537824077941912,9.999969971897341
1757876643.7782726,0.0005864336405205209,0.00033307741075960557,0.08889396420378362,0.996040866773628,0.0703272110313549,0.03204304472916854,10.19998371948214
1757876643.8321888,0.0006310164684794465,5.000768636231415e-06,0.09063245373609682,0.995884210198647,0.07206350753369299,-0.005982869352323381,10.399983762584327
1757876643.8893878,0.0003010406173077072,7.118875478062783e-06,0.09237046979088047,0.99572466356643,0.0344245831266046,-0.00237420227027344,10.599986228485028
1757876643.9437685,-2.8817354072927555e-05,1.5839283258874183e-05,0.09410819311761508,0.9955619754223315,-0.003116759272833807,0.0021177594125422563,10.79998611284545
1757876643.9966748,-3.655635615102244e-05,-0.0003140185194029554,0.09584561625952519,0.9953961612844576,-0.007618661970417202,-0.035416707951398625,10.999987219535296
1757876644.048591,-8.569106586378532e-05,1.2448874902617161e-05,0.09758279341515887,0.9952274066420002,-0.009633403168663715,0.0023779392965449166,11.199987597653646
1757876644.102938,0.00023680768713941295,8.265781393164141e-05,0.09931964891111215,0.9950555484142474,0.027942734486848135,0.006729900400658544,11.39999038886622
1757876644.1544409,0.0002689552087381352,-0.00024619956691155357,0.10105627105636783,0.9948806446650025,0.02781118422024326,-0.03118251842096318,11.599990196523816
1757876644.205957,0.0005959033210325142,-0.0002881782518391209,0.10279242386114157,0.9947026085465335,0.06452929171798163,-0.039867094791705575,11.799967134819932
1757876644.2577658,0.000556841946887539,-0.0006169568831181521,0.10452854017244435,0.9945215400285045,0.0560699051373776,-0.07698065986011275,11.99997535383879
1757876644.3108485,0.00023074249262987657,-0.0006750276890864522,0.10626438677553704,0.9943376545212094,0.01807162752656518,-0.07972425630218523,12.200026895730305
1757876644.3634455,-9.738536387532674e-05,-0.000720192452877875,0.10799989759319578,0.994150639470086,-0.020007297770793065,-0.08084003766051132,12.400079862891808
1757876644.4155412,-1.871437847815419e-06,-0.0004045298244540058,0.10973483232606493,0.99396081558907,-0.00529999291536965,-0.046052224832452915,12.600063257164706
1757876644.4664118,-0.00012975638511862893,-0.0007090337979372511,0.11146948194489345,0.9937675960853679,-0.02383315640213997,-0.07908549681988279,12.800083178076454
1757876644.5193977,-0.0003758709217385027,-0.000930017670583077,0.11320387729964568,0.9935712737154337,-0.054859216197890824,-0.10101122770409926,13.000131453516445
